Age,Annual_Income,Loan_Amount,Years_Employed,Dependents,Credit_History,Risk_Flag
42,23688,31374,3,1,Yes,1
25,149288,10891,39,1,No,0
25,40491,17006,37,0,Yes,0
62,53481,10174,19,1,No,0
44,73879,18916,4,2,Yes,0
27,35290,34475,33,2,Yes,1
27,82694,16380,23,1,Yes,0
51,60768,31932,3,2,Yes,0
56,123719,17611,38,4,No,0
35,148966,3911,10,4,Yes,0
31,70016,25930,28,3,Yes,0
50,96126,34655,21,0,No,1
33,39455,16227,28,2,Yes,0
45,55343,25511,31,4,Yes,0
61,133216,6350,2,0,Yes,0
63,25295,3821,13,1,Yes,0
26,33566,15358,32,0,Yes,0
58,109616,14091,13,1,No,0
58,136196,8527,37,3,Yes,0
57,145291,28729,29,4,Yes,0
41,52250,40931,37,1,No,1
26,71444,48930,1,2,Yes,1
51,126048,29788,31,1,Yes,0
23,128304,21354,14,3,Yes,0
42,39874,12809,21,3,No,1
26,45025,14663,2,3,Yes,0
41,76416,3131,1,4,Yes,0
33,143351,17146,0,1,Yes,0
26,83220,13473,8,2,No,0
52,130716,20259,8,2,Yes,0
31,27939,36268,33,2,Yes,1
56,101371,33490,6,1,Yes,0
57,106134,32843,2,3,Yes,0
50,87042,44046,2,3,Yes,0
31,132099,41972,35,0,Yes,0
47,36650,26254,2,4,No,1
22,100981,15248,9,1,Yes,0
39,30663,38202,14,2,No,1
38,71786,13651,37,2,Yes,0
35,96293,3665,4,3,Yes,0
31,56135,47105,8,3,Yes,0
39,60108,16455,33,4,Yes,0
21,122305,9861,9,2,Yes,0
45,109438,40449,12,1,No,1
62,120354,37282,12,0,Yes,0
33,20997,3488,3,1,Yes,0
48,139096,12093,13,3,Yes,0
63,24920,40613,13,2,Yes,1
25,41988,33437,4,3,No,1
58,107122,28881,31,3,Yes,0
19,135400,36614,5,4,No,1
31,59979,8038,32,0,Yes,0
53,60076,15656,38,0,Yes,0
49,131688,38336,11,1,Yes,0
19,123569,18246,4,1,No,0
51,61964,45711,30,4,Yes,0
37,26749,44402,8,1,Yes,1
18,34635,1777,38,4,Yes,0
52,50531,28264,37,0,Yes,0
54,147703,36183,17,0,No,1
62,61850,37590,34,1,Yes,0
46,57367,37288,30,0,Yes,0
45,136744,12842,37,2,No,0
41,132981,31083,21,2,No,1
59,29461,20734,18,4,No,1
52,121971,16330,26,3,Yes,0
39,120271,10300,14,1,Yes,0
56,114527,4659,21,4,Yes,0
33,96121,18654,35,1,Yes,0
47,110644,11862,35,1,Yes,0
47,117047,22865,16,3,Yes,0
33,107331,42303,15,4,Yes,0
48,35051,45396,22,1,Yes,1
28,99876,44388,24,4,No,1
26,112662,7349,11,0,Yes,0
38,82107,22008,35,3,Yes,0
32,103045,20567,10,3,Yes,0
44,32194,36963,39,3,Yes,0
38,30027,34808,24,0,Yes,1
47,30537,21914,1,1,No,1
57,107858,39551,23,3,Yes,0
33,90394,12565,30,1,No,0
40,35954,31949,30,0,Yes,1
61,103551,22248,6,1,Yes,0
35,52535,49575,18,2,Yes,0
27,119865,41471,30,1,Yes,0
64,110921,43276,37,4,No,1
54,79884,28409,30,2,Yes,0
26,93177,40062,18,4,Yes,0
22,45465,40927,4,4,Yes,0
35,48432,18279,25,4,No,0
47,65073,22031,2,1,Yes,0
29,132321,26402,23,4,Yes,0
57,131789,47154,6,2,Yes,0
35,97223,25718,13,3,Yes,0
31,44408,20807,30,1,Yes,0
30,61534,37108,39,3,Yes,0
31,108241,41024,28,2,Yes,0
32,26820,1259,3,2,No,1
62,136327,45533,36,3,Yes,0
58,143482,23413,11,0,Yes,0
19,49202,47003,21,0,Yes,0
39,141327,45900,25,0,Yes,0
27,107171,14434,2,3,Yes,0
20,36865,22587,27,2,No,1
50,131417,9799,39,1,Yes,0
46,126153,12697,21,0,No,0
48,25079,16628,31,1,Yes,0
61,37881,25536,10,1,No,1
42,78847,45339,36,3,Yes,0
40,54433,10327,12,3,Yes,0
32,115201,33938,4,4,No,1
42,148331,30482,14,1,No,1
53,41881,14460,29,1,Yes,0
57,26908,36408,0,2,Yes,1
57,68737,9958,28,0,No,0
34,114835,49536,26,4,No,1
43,147418,1037,27,2,Yes,0
24,122659,3246,30,4,Yes,0
49,60958,3504,14,3,No,0
41,111788,23210,32,3,Yes,0
62,40372,35421,0,2,Yes,1
33,49011,36707,0,0,Yes,1
53,102516,32703,3,4,Yes,0
43,78806,15679,19,3,Yes,0
19,31143,25088,18,2,Yes,0
44,98946,13453,25,4,Yes,0
21,145515,24897,29,1,Yes,0
52,77520,18648,17,3,Yes,0
45,51440,42182,22,2,Yes,0
34,21080,5695,9,2,Yes,0
28,45143,39155,3,3,Yes,0
38,126399,17691,4,3,Yes,0
62,137814,16668,0,3,Yes,0
19,111221,5958,36,4,No,0
21,53971,9167,38,3,Yes,0
53,125935,18450,21,2,Yes,0
58,142495,48738,13,0,Yes,0
22,98348,21990,0,4,Yes,0
64,143980,41848,22,3,Yes,0
49,33435,22673,6,0,Yes,0
64,94716,9611,35,4,Yes,0
47,82451,3056,12,2,Yes,0
38,108952,27570,4,2,Yes,0
64,100541,38891,11,2,No,1
18,31002,41542,11,4,Yes,1
40,149357,34843,27,4,Yes,0
18,64040,17220,15,0,Yes,0
59,137973,23214,34,1,Yes,0
26,74238,19079,30,0,Yes,0
56,138066,14195,24,1,No,0
21,70572,4019,18,4,Yes,0
60,34039,28702,10,0,Yes,0
34,114884,17553,3,0,Yes,0
20,122123,48759,11,4,No,1
47,108027,26823,20,3,No,0
39,37165,48659,0,1,Yes,1
42,97513,47652,4,4,Yes,0
34,105311,1547,29,1,Yes,0
37,69986,3594,23,3,Yes,0
31,62889,28785,16,3,Yes,0
28,110710,29962,34,3,Yes,0
62,74711,13122,36,1,Yes,0
32,90382,9349,9,2,Yes,0
43,80262,27654,37,1,Yes,0
52,22801,15071,19,1,No,1
31,128619,49984,34,2,No,1
55,40672,34021,23,0,Yes,0
48,140454,37764,12,0,Yes,0
23,45587,21337,24,3,Yes,0
47,143554,16203,14,0,Yes,0
33,30435,17011,21,3,Yes,0
18,94051,27204,24,2,Yes,0
57,129034,10007,0,4,Yes,0
32,139943,38739,20,0,Yes,0
18,44940,16288,39,4,No,0
44,27904,38353,23,0,No,1
24,42948,42062,1,1,Yes,1
43,55399,25336,21,2,Yes,0
25,88835,43918,20,3,Yes,0
50,55393,4051,20,2,Yes,0
53,100591,22788,2,3,Yes,0
45,51075,7566,21,2,Yes,0
36,98542,47727,28,1,No,1
60,131826,45133,1,0,Yes,1
21,126998,7918,14,2,Yes,0
58,106148,31848,28,1,Yes,0
60,38179,20144,36,0,No,1
53,97711,30946,30,0,Yes,0
18,34263,49022,7,3,Yes,1
47,149269,32529,3,3,No,1
22,93596,17783,39,0,Yes,0
30,26475,43677,1,3,No,1
34,142940,3164,11,4,Yes,0
18,28328,24569,3,1,Yes,0
42,76105,26692,7,4,Yes,0
62,104728,43851,14,1,Yes,0
26,122986,10099,10,3,Yes,0
21,94534,12850,22,3,Yes,0
59,110787,4749,1,0,Yes,0
26,46913,15776,37,1,Yes,0
24,104766,6493,19,4,Yes,0
62,82085,4801,22,1,Yes,0
63,142268,20061,2,1,Yes,0
60,30196,23641,12,1,Yes,0
49,40140,49242,11,4,Yes,0
53,85408,14071,4,2,Yes,0
51,129599,22462,34,0,No,0
18,136062,18007,24,1,Yes,0
63,65215,9229,7,2,Yes,0
56,61271,12646,1,2,Yes,0
57,116129,6051,8,3,Yes,0
63,72474,14423,14,1,Yes,0
44,108822,2499,15,3,No,0
18,114825,16689,30,4,Yes,0
18,139578,3446,7,1,Yes,0
42,110570,22170,11,1,Yes,0
42,55575,12544,39,3,Yes,0
58,68599,35798,25,2,Yes,0
54,107851,26406,7,3,Yes,0
42,149240,32212,7,0,Yes,0
30,34319,41719,22,3,Yes,1
38,76271,35536,17,0,Yes,0
54,25840,11094,31,0,Yes,0
35,65028,3108,32,4,Yes,0
19,34318,21384,36,0,Yes,0
57,59994,42730,5,0,Yes,0
64,45457,20987,22,1,No,0
34,67655,13693,10,3,Yes,0
24,87592,36549,27,4,Yes,0
45,48088,4420,11,1,No,0
61,95726,15318,38,0,Yes,0
64,106009,4616,23,2,Yes,0
43,51541,44007,16,2,Yes,0
33,66553,29428,20,1,Yes,0
25,117841,26868,1,1,Yes,0
52,84808,3922,8,3,Yes,0
46,128943,42770,23,2,Yes,0
21,105151,3039,6,3,Yes,0
51,29305,15821,37,1,Yes,0
41,31467,2116,4,3,Yes,0
44,35945,40138,30,4,Yes,1
46,47050,41244,5,2,No,1
21,29404,39464,1,3,No,1
37,96421,17585,31,1,Yes,0
51,101251,43948,7,4,Yes,0
40,137419,9679,9,3,No,0
31,24861,41270,23,0,Yes,1
22,137523,30039,39,1,Yes,0
21,106105,46459,39,3,Yes,0
49,31341,45544,28,1,Yes,1
38,97192,23202,35,2,Yes,0
30,34859,11304,36,1,Yes,0
54,122633,32012,20,0,Yes,0
26,111865,49648,24,2,No,1
23,115334,17328,38,1,Yes,0
54,67252,1207,36,2,Yes,0
53,130187,35527,35,3,Yes,0
62,41300,45227,39,2,Yes,0
42,74774,46578,19,3,Yes,0
42,142903,2368,33,2,Yes,0
39,107345,19882,27,0,Yes,0
28,43438,14764,11,4,No,0
31,83797,45708,25,3,Yes,0
54,110331,4323,18,3,Yes,0
59,20386,10808,11,2,Yes,0
27,129525,25691,33,4,Yes,0
60,42597,23282,24,4,Yes,0
41,69451,14550,29,1,Yes,0
38,27549,45296,24,3,Yes,1
43,93309,48322,20,2,Yes,0
54,39072,46037,2,0,No,1
27,100738,28240,6,4,Yes,0
36,118318,46733,7,2,Yes,0
63,32420,49896,12,0,Yes,1
36,128558,45270,39,1,Yes,0
19,133435,17709,19,0,No,0
26,60891,15620,36,3,Yes,0
64,125670,19226,3,1,Yes,0
60,30985,25717,24,3,No,1
19,93225,34087,39,3,No,1
21,132424,3413,33,0,Yes,0
21,22419,33916,1,1,Yes,1
27,102694,6289,12,1,Yes,0
56,148824,29247,14,1,Yes,0
40,111760,28358,33,4,Yes,0
37,112693,20851,9,0,Yes,0
33,40765,15301,31,2,Yes,0
40,52544,37171,22,0,Yes,0
34,146630,32886,38,1,No,1
60,98413,4054,20,0,No,0
39,93883,34488,31,4,No,0
43,79739,26094,36,0,Yes,0
63,66840,13675,14,3,Yes,0
64,67458,18591,17,3,Yes,0
54,109100,40437,32,0,Yes,0
45,23260,40860,16,3,No,1
53,120961,10533,28,2,Yes,0
43,149101,16698,28,1,Yes,0
56,117555,44273,20,0,No,1
19,143199,39368,17,0,No,1
29,141936,7490,9,4,Yes,0
47,91695,38175,19,0,Yes,0
40,92657,46112,0,3,Yes,1
56,135313,29273,33,1,Yes,0
38,72044,11624,29,4,No,0
48,99538,12819,8,1,Yes,0
34,102912,24758,21,0,Yes,0
62,21919,8944,38,2,No,1
30,126982,5752,11,4,Yes,0
64,122454,45456,15,4,Yes,0
26,23889,34531,12,3,No,1
57,80664,14861,29,3,Yes,0
19,42689,17543,17,4,Yes,0
62,106008,31041,36,4,Yes,0
60,77745,34050,34,4,Yes,0
43,48810,30473,29,4,Yes,0
27,145766,29561,36,4,Yes,0
21,53701,37955,31,4,Yes,0
21,45105,43912,14,2,No,1
63,115634,7959,28,1,Yes,0
20,58636,28185,32,2,Yes,0
56,27814,43981,3,2,Yes,1
21,44843,15677,22,1,Yes,0
53,138104,5965,11,3,Yes,0
36,128287,5390,24,0,Yes,0
55,134119,19201,25,1,Yes,0
56,48069,12157,12,1,No,0
33,103265,2472,0,4,No,1
37,34507,30948,19,1,No,1
26,110381,40646,13,2,Yes,0
36,68469,49291,21,0,Yes,0
31,139200,19001,39,1,Yes,0
33,143864,21133,9,0,Yes,0
50,103024,47621,38,0,Yes,0
27,90560,6465,29,1,Yes,0
27,117904,34106,2,4,Yes,0
38,44660,23094,25,1,No,0
33,63039,33011,12,4,Yes,0
24,39423,15436,26,1,No,1
46,123275,35131,23,0,Yes,0
29,55518,37067,18,3,Yes,0
42,144859,23593,17,3,Yes,0
61,57338,48878,35,0,Yes,0
60,128953,6177,33,4,Yes,0
64,142970,39935,4,0,Yes,0
23,130188,7172,12,2,Yes,0
56,88358,2869,18,3,Yes,0
48,149632,21615,36,4,Yes,0
38,21245,33046,17,1,Yes,1
50,63491,46437,17,1,Yes,0
55,122926,44461,17,1,Yes,0
64,142058,18499,23,4,Yes,0
57,129688,31844,35,2,Yes,0
57,81710,26793,5,4,Yes,0
57,120701,32445,1,3,Yes,1
25,21868,14919,2,2,Yes,0
35,147177,47235,34,3,Yes,0
40,22881,7507,29,1,Yes,0
58,35329,32318,10,2,Yes,1
55,111512,3424,20,3,Yes,0
25,128400,23755,2,1,Yes,0
43,148748,16105,19,1,Yes,0
28,136481,36674,11,0,Yes,0
25,53440,45885,35,2,No,1
57,35957,24674,25,2,Yes,0
52,47075,41517,26,0,Yes,0
59,125626,16963,30,2,Yes,0
49,132983,31493,23,4,No,1
34,102667,14536,2,4,Yes,0
43,35797,39584,1,0,Yes,1
52,53927,33786,16,4,Yes,0
53,80840,40214,16,3,No,1
47,69882,24118,0,4,Yes,0
57,73450,31657,3,0,Yes,0
36,117091,7659,34,0,Yes,0
61,23736,37634,11,0,No,1
28,79145,3751,39,0,Yes,0
24,75008,30030,16,0,Yes,0
63,54890,7040,4,1,Yes,0
23,37861,22555,8,1,Yes,0
45,146968,42180,24,2,Yes,0
40,42940,4005,9,4,Yes,0
42,122067,8084,39,3,Yes,0
26,46639,33809,20,4,Yes,0
25,72771,37578,29,3,Yes,0
56,120190,49339,36,0,Yes,0
37,43457,36190,21,0,No,1
31,27910,41309,26,2,No,0
56,47632,35389,10,4,No,1
27,63436,41194,20,3,Yes,0
59,74643,49955,37,0,No,1
48,69608,46037,24,0,Yes,0
20,130740,9764,12,0,Yes,0
22,39116,36319,13,3,Yes,1
29,49877,1693,19,3,Yes,0
49,102910,43397,2,3,Yes,0
31,26057,4209,25,0,No,1
45,61277,20870,19,1,Yes,0
42,147425,42845,17,2,Yes,0
22,115812,38760,19,3,Yes,0
31,36040,19018,27,4,Yes,0
26,119252,19599,29,3,Yes,0
26,123120,22826,29,4,No,0
60,56972,45297,15,2,No,0
47,48548,40485,20,2,Yes,0
19,144982,4514,12,4,Yes,0
22,145775,5388,0,0,Yes,0
52,90902,1146,15,2,No,0
39,80314,43407,16,1,Yes,0
40,127772,23857,37,0,Yes,0
48,88049,38822,31,0,No,1
54,139389,2561,5,2,No,0
59,100210,41222,1,0,Yes,1
35,97701,44342,12,2,Yes,0
50,111302,45390,30,2,Yes,0
57,89001,40253,34,0,Yes,0
39,134605,44585,1,0,No,1
24,78942,11871,33,0,Yes,0
26,66008,41426,30,1,Yes,0
22,141412,25671,17,3,No,0
30,89110,41854,21,1,No,1
58,107789,14708,3,3,No,0
22,88731,41533,37,3,Yes,0
22,23747,43735,12,4,Yes,1
50,74607,13056,28,1,Yes,0
46,39551,5576,36,0,Yes,0
35,118622,33194,8,2,Yes,0
40,125037,15770,22,4,Yes,0
47,108365,9691,36,0,No,0
60,77033,28663,37,4,Yes,0
49,106889,47258,23,3,Yes,0
24,31219,49517,27,2,Yes,1
28,101439,22621,32,2,No,0
58,145607,10262,16,2,Yes,0
43,84033,46519,28,2,Yes,0
20,89619,29330,3,0,No,0
62,92943,34793,6,4,Yes,0
31,30995,44574,29,1,Yes,1
56,93746,5274,28,1,No,0
50,25741,47770,12,4,Yes,1
61,144673,13224,25,0,Yes,0
35,81274,4435,10,1,Yes,0
50,79858,2854,37,3,Yes,0
62,106890,39493,31,2,Yes,0
54,148131,23219,32,2,Yes,0
55,98971,8506,10,1,Yes,0
54,38105,45374,30,3,Yes,1
29,34728,16064,27,3,Yes,0
20,31036,47978,33,0,Yes,0
63,110674,16175,19,4,Yes,0
60,47399,26165,14,1,Yes,0
56,42796,48055,1,3,Yes,1
62,44996,20648,31,4,Yes,0
35,99415,43926,24,4,No,1
63,141716,40601,17,4,No,1
49,95577,3769,24,0,Yes,0
54,56572,5432,20,0,Yes,0
47,118656,47546,16,0,Yes,0
41,145011,3082,29,0,Yes,0
64,119372,9463,16,2,Yes,0
30,21845,30400,27,0,Yes,1
47,142734,2083,14,3,Yes,0
27,60878,13979,38,3,No,0
31,54314,22164,4,2,No,0
27,71083,27248,30,2,Yes,0
54,130782,35563,16,2,Yes,0
18,123587,42077,18,4,Yes,0
29,50543,44746,28,4,Yes,0
38,47657,2222,30,4,Yes,0
37,92036,14052,36,4,Yes,0
37,87664,29564,19,4,No,0
23,125900,14068,16,1,Yes,0
41,74337,45276,23,3,Yes,0
27,85283,49679,31,4,Yes,0
63,41292,39852,29,2,No,0
19,76176,3553,32,3,Yes,0
29,90917,25729,9,3,Yes,0
53,118336,42862,16,0,Yes,0
25,53043,46312,2,1,No,0
36,109987,19482,38,1,No,0
31,74176,12985,16,4,No,0
27,87158,1503,22,3,Yes,0
52,54875,30604,7,1,No,1
47,22093,36113,10,4,No,1
42,138968,9316,25,0,Yes,0
42,48546,16586,29,3,Yes,0
38,88226,14105,11,2,Yes,0
33,105970,41794,24,0,No,1
49,44756,38777,0,2,Yes,1
54,115148,42587,6,4,Yes,0
56,135016,12686,2,3,Yes,0
39,125815,35018,17,4,No,1
46,143075,8509,4,4,No,0
36,47209,3159,38,3,No,0
56,113059,8466,39,1,Yes,0
60,103634,1721,12,0,Yes,0
25,69966,47367,7,2,Yes,0
28,48084,3963,6,3,Yes,0
50,23685,23307,39,2,Yes,0
52,136411,32230,2,0,Yes,0
32,112561,48830,16,0,No,1
39,138992,30218,3,4,No,1
32,126311,28744,4,2,No,0
60,77410,44160,34,4,Yes,0
59,95851,34514,25,1,Yes,0
32,143997,40241,13,3,No,1
27,139636,16007,35,0,Yes,0
44,114576,42274,27,4,Yes,0
46,138371,40491,3,0,Yes,0
51,68812,22866,4,4,Yes,0
60,64291,44557,31,4,No,1
39,81160,20323,2,1,Yes,0
63,104739,13453,39,1,Yes,0
53,48523,33608,36,0,Yes,0
56,146031,15242,30,3,Yes,0
33,29388,15602,18,4,No,1
38,71310,17285,28,0,Yes,0
51,91713,28823,33,1,Yes,0
58,79030,21147,1,4,Yes,0
55,99409,22219,8,3,Yes,0
21,75491,3694,20,1,Yes,0
32,124627,17472,36,4,Yes,0
52,74592,42970,24,4,Yes,0
33,118746,20275,24,1,Yes,0
30,115964,13028,10,4,Yes,0
40,142512,9137,15,3,Yes,0
38,107520,39995,17,4,Yes,0
51,109297,5923,39,1,Yes,0
56,51335,37218,39,4,Yes,0
53,74165,7359,23,0,Yes,0
60,65227,15691,23,4,No,0
19,51971,18765,37,2,Yes,0
26,77435,9678,23,3,Yes,0
54,106711,22921,35,2,Yes,0
28,147580,43649,3,1,Yes,0
28,108659,2473,6,1,Yes,0
57,56051,30465,21,3,Yes,0
36,73084,44751,1,3,Yes,1
48,59743,29900,13,1,Yes,0
21,45218,25198,39,1,Yes,0
22,131872,42798,17,2,No,1
46,34961,21710,32,4,No,1
46,53038,35143,38,3,Yes,0
48,45835,45935,36,0,Yes,0
56,79262,43406,24,0,Yes,0
50,23392,16921,26,3,Yes,0
53,40422,41550,3,1,Yes,0
25,117151,41857,14,1,No,1
55,67042,27372,8,2,Yes,0
56,23621,30717,14,4,Yes,1
51,141937,21243,15,2,Yes,0
43,84377,9576,36,3,Yes,0
60,45912,19610,21,1,Yes,0
24,24942,38962,0,1,Yes,1
40,124216,8095,26,1,No,0
34,78013,38630,3,3,No,1
53,109460,42417,3,0,Yes,0
47,119683,25649,8,0,Yes,0
29,66111,12649,18,3,Yes,0
20,75897,37476,31,3,No,1
52,116494,22536,8,3,Yes,0
30,70903,37431,18,4,Yes,0
45,75342,25868,14,0,No,0
50,82072,36751,1,3,Yes,1
44,81086,40203,30,2,No,1
41,127001,40396,24,1,No,1
55,137894,8562,39,1,Yes,0
36,31825,10770,30,4,Yes,0
42,97830,35528,29,4,Yes,0
25,140815,15030,17,1,Yes,0
45,118750,45258,26,2,Yes,0
49,70637,19431,27,0,No,0
55,125711,14481,31,0,No,0
33,126108,20124,23,1,Yes,0
18,122339,45143,14,4,Yes,0
25,41291,3021,22,4,Yes,0
59,29039,21578,4,1,Yes,0
39,137220,17081,10,4,Yes,0
47,123769,33174,18,3,Yes,0
60,64706,8332,37,2,Yes,0
21,138329,43916,0,3,Yes,1
30,28366,13177,37,3,Yes,0
29,142971,34650,9,3,Yes,0
39,111253,11219,4,3,Yes,0
43,143014,6380,28,0,Yes,0
36,103969,13614,37,2,No,0
57,39405,17803,22,1,Yes,0
46,38594,20571,17,1,Yes,0
51,35115,23765,3,3,Yes,0
56,119072,18667,33,1,Yes,0
38,122781,7191,15,2,Yes,0
23,144786,2432,21,4,Yes,0
25,114067,31596,29,3,Yes,0
62,27971,45104,15,0,Yes,1
52,147150,2151,7,2,Yes,0
24,22176,11680,25,4,Yes,0
23,117520,37801,23,0,Yes,0
58,74327,7125,16,2,No,0
27,144745,13303,27,4,Yes,0
32,105973,35247,32,0,Yes,0
51,133616,2646,16,1,Yes,0
36,80719,6392,16,4,Yes,0
61,51346,47464,38,0,Yes,0
18,87969,45893,32,1,No,1
56,42380,27209,28,4,Yes,0
35,39056,44427,7,2,No,1
31,53697,36891,3,2,Yes,0
56,146599,32510,17,0,No,1
43,31202,29057,37,0,Yes,0
40,115549,41078,4,0,Yes,0
36,140304,22248,18,0,Yes,0
39,20246,41028,26,4,Yes,1
51,117779,17205,22,3,Yes,0
32,107794,6250,3,3,Yes,0
52,90935,3736,13,4,No,0
36,63175,6136,19,1,Yes,0
48,112085,45001,6,1,Yes,0
43,22682,31448,37,1,Yes,1
32,147119,31373,18,3,No,1
30,134380,42576,12,3,Yes,0
21,36661,28126,2,1,Yes,0
18,92743,36584,23,4,Yes,0
28,140803,24560,25,3,Yes,0
46,142282,21080,34,3,Yes,0
38,90897,36233,21,1,Yes,0
54,27232,3472,32,2,Yes,0
43,142684,5941,30,1,Yes,0
35,109247,35521,13,4,Yes,0
36,109082,46693,39,0,Yes,0
52,31025,39180,9,2,Yes,1
53,142819,43383,20,1,No,1
29,73205,22367,12,0,Yes,0
22,143990,43498,34,1,Yes,0
49,93839,45066,27,3,No,1
36,36360,41955,33,2,Yes,1
57,142702,29512,11,1,No,0
54,24820,46680,34,4,Yes,1
63,25702,7393,15,0,No,1
44,94855,36388,1,3,Yes,1
64,130777,47644,6,2,No,1
45,24112,5158,25,1,Yes,0
40,112604,37994,19,0,Yes,0
36,58619,27804,2,1,Yes,0
46,95871,47454,26,4,Yes,0
33,94907,1347,19,1,Yes,0
53,51139,2250,17,4,No,0
63,63714,46299,2,1,Yes,0
53,110575,30476,21,0,Yes,0
29,58057,9262,2,4,Yes,0
20,75609,18469,4,2,Yes,0
63,21645,36287,28,4,Yes,1
55,67650,10941,0,1,Yes,0
27,98506,26357,29,0,Yes,0
63,62687,19811,20,2,Yes,0
33,81762,24506,3,0,Yes,0
59,128880,22106,21,1,Yes,0
29,33392,18344,36,2,Yes,0
56,109614,49464,17,2,No,1
30,141685,24570,26,1,Yes,0
63,102215,19255,10,1,Yes,0
20,129824,48816,25,3,Yes,0
44,100274,21615,26,4,Yes,0
37,119777,1605,37,3,Yes,0
33,47206,47982,13,4,Yes,0
23,87474,46904,7,1,Yes,0
53,52548,46594,36,2,No,1
59,26259,23604,26,2,Yes,0
25,86697,5723,35,0,Yes,0
20,100171,30404,25,3,Yes,0
52,56126,8826,5,3,Yes,0
62,148824,44352,24,4,Yes,0
23,46997,6380,0,1,Yes,0
35,93489,9464,32,0,Yes,0
64,107695,42971,39,4,Yes,0
53,47621,25886,29,4,Yes,0
18,67963,20494,36,3,Yes,0
26,38800,48743,21,2,Yes,1
25,62039,45905,31,3,Yes,0
25,50697,18426,33,1,Yes,0
46,138530,6546,38,0,Yes,0
23,140832,6413,3,4,Yes,0
27,57996,18878,23,1,Yes,0
41,101991,34374,34,1,Yes,0
39,104730,22698,4,2,Yes,0
52,101032,44408,26,4,Yes,0
60,21403,19226,21,1,No,1
36,108495,13359,28,0,No,0
50,66371,40971,11,2,Yes,0
32,149647,10515,28,3,Yes,0
52,147135,40695,6,3,Yes,0
43,75715,16432,38,0,Yes,0
62,47370,8966,10,0,No,0
21,110810,41251,25,4,Yes,0
34,97257,46020,35,1,Yes,0
49,51218,42036,34,2,Yes,0
39,121294,20504,26,2,Yes,0
64,54722,44317,15,1,Yes,0
26,61366,6969,8,3,No,0
21,115025,21325,4,4,No,0
38,92144,7210,20,0,Yes,0
25,126158,24867,3,1,No,0
23,76950,21615,35,3,Yes,0
43,35748,4768,8,4,No,1
18,119280,27871,32,3,Yes,0
20,29966,6870,37,3,Yes,0
58,66638,37892,18,4,Yes,0
39,86324,35593,2,2,No,1
29,134514,24216,12,3,No,0
49,89506,22972,28,3,Yes,0
45,34239,3812,15,1,No,1
31,60639,14936,5,2,Yes,0
59,40010,48310,25,0,No,1
53,47912,43240,22,2,Yes,0
57,145813,43113,37,2,No,1
33,37905,20906,38,4,No,1
31,102632,42644,9,4,Yes,0
64,48853,21888,19,4,Yes,0
54,109541,8795,20,4,Yes,0
39,139655,37451,11,2,No,1
55,87764,21754,19,3,Yes,0
49,53717,23144,3,4,Yes,0
29,58400,40212,11,3,Yes,0
62,30315,47589,10,1,No,0
45,137358,8054,9,1,Yes,0
40,77439,29789,8,3,Yes,0
64,129963,1135,7,1,Yes,0
30,91494,4845,36,0,No,0
19,80194,36056,19,0,No,1
64,66336,20629,32,1,No,0
61,29107,10140,27,1,Yes,0
53,141649,1037,19,2,Yes,0
44,21669,11511,20,3,Yes,0
55,28271,25903,39,1,Yes,0
61,71357,47622,13,4,Yes,0
48,142247,6424,3,0,No,0
20,126565,42559,17,2,Yes,0
46,22347,33209,7,1,Yes,1
28,58278,47023,39,0,Yes,0
64,40545,48367,17,3,Yes,0
32,128621,8807,34,4,Yes,0
56,28498,19280,11,3,Yes,0
22,83589,32432,36,1,No,1
62,144422,46938,16,4,Yes,0
44,37682,30328,1,1,No,1
45,67096,48272,30,1,Yes,0
44,46567,46799,2,3,Yes,0
46,69222,12837,15,2,Yes,0
64,25316,34218,12,4,Yes,1
37,70690,44901,8,0,Yes,0
46,26563,12027,30,0,Yes,0
18,94974,12454,15,4,Yes,0
55,25206,28028,25,1,Yes,0
25,137707,27521,36,4,Yes,0
25,77324,23885,38,3,No,0
28,65380,2624,30,4,Yes,0
20,140979,34809,6,2,Yes,0
23,80558,40240,37,1,Yes,0
52,74989,40673,26,3,No,1
45,133292,39767,0,1,Yes,1
43,144766,25083,39,2,No,0
55,36267,3853,2,1,Yes,0
63,76363,29288,16,3,Yes,0
29,132073,48762,3,2,No,1
19,32279,8300,20,4,Yes,0
32,135866,22818,25,2,Yes,0
25,46008,32068,1,4,Yes,1
61,47331,22260,3,1,Yes,0
35,40872,39750,15,3,Yes,0
54,56923,21299,24,4,Yes,0
41,70886,43124,13,2,Yes,0
49,25387,4999,18,4,Yes,0
62,149851,35930,5,1,Yes,0
51,103106,44386,14,3,Yes,0
64,36575,10200,33,3,Yes,0
49,141241,25125,27,3,Yes,0
36,77988,21785,28,4,Yes,0
30,133050,3064,23,3,Yes,0
18,41767,16285,30,3,Yes,0
19,23447,16164,38,3,Yes,0
34,116190,20028,12,4,Yes,0
25,113167,11162,4,4,Yes,0
43,124933,3728,16,0,Yes,0
64,139753,34741,36,2,Yes,0
29,102324,48487,36,3,Yes,0
26,21436,40208,28,0,Yes,1
36,108810,10883,28,2,Yes,0
61,37996,3355,8,2,Yes,0
55,131764,45713,38,4,Yes,0
41,89103,42382,6,1,Yes,0
44,63085,37542,9,3,Yes,0
42,121422,26271,15,3,Yes,0
58,51126,27605,38,4,Yes,0
47,93124,16051,30,0,Yes,0
